student_ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,School
314,female,group E,some high school,standard,none,married,regularly,no,2,private,< 5,74,83,79,15
315,female,group D,some high school,standard,completed,married,never,no,2,school_bus,5 to 10,72,79,79,15
317,female,group E,associate's degree,free/reduced,none,married,regularly,yes,2,school_bus,> 10,56,63,60,15
318,female,group A,bachelor's degree,free/reduced,none,single,sometimes,yes,2,school_bus,< 5,48,74,73,15
319,male,group D,high school,standard,completed,married,sometimes,yes,1,NA,< 5,85,76,81,15
320,male,group C,some college,standard,NA,married,never,yes,4,school_bus,5 to 10,79,70,75,15
321,male,group D,bachelor's degree,free/reduced,completed,married,regularly,no,2,school_bus,5 to 10,70,71,71,15
322,female,group B,some college,free/reduced,none,NA,regularly,no,1,school_bus,> 10,35,41,37,15
324,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,3,private,5 to 10,82,88,95,15
325,male,group B,associate's degree,standard,none,married,sometimes,yes,NA,school_bus,5 to 10,79,77,69,15
326,male,group C,associate's degree,standard,NA,married,sometimes,yes,0,private,> 10,77,80,70,15
327,male,group B,master's degree,standard,completed,single,sometimes,no,1,school_bus,5 to 10,81,80,76,15
328,male,group B,master's degree,standard,completed,married,never,yes,1,private,5 to 10,95,92,96,15
329,male,group A,NA,standard,none,married,regularly,yes,4,private,< 5,78,72,68,15
330,female,group C,some college,free/reduced,completed,married,regularly,no,2,school_bus,5 to 10,46,63,64,15
331,male,group E,some college,free/reduced,none,married,regularly,no,1,private,> 10,74,65,61,15
332,female,group E,some college,standard,none,married,sometimes,no,NA,school_bus,< 5,69,72,69,15
334,male,group E,some college,standard,none,NA,sometimes,yes,2,private,> 10,89,72,71,15
335,female,group E,some college,standard,completed,married,regularly,yes,4,private,> 10,91,97,99,15
336,female,group D,some college,standard,none,single,never,yes,NA,private,5 to 10,64,80,75,15
337,male,group E,some high school,free/reduced,none,married,regularly,no,3,private,5 to 10,49,32,25,15
338,male,group B,associate's degree,standard,none,married,sometimes,no,2,private,5 to 10,82,80,80,15
339,female,group E,high school,standard,none,single,sometimes,yes,1,NA,< 5,36,50,53,15
340,male,group D,master's degree,free/reduced,completed,married,regularly,yes,0,private,> 10,66,69,72,15
341,female,NA,some college,standard,none,married,regularly,yes,1,school_bus,5 to 10,57,76,77,15
342,male,NA,some college,standard,none,NA,sometimes,yes,0,NA,< 5,71,64,65,15
343,female,group C,some high school,free/reduced,none,married,regularly,yes,4,private,< 5,45,59,62,15
344,female,group B,some college,standard,none,married,sometimes,no,2,school_bus,5 to 10,63,80,75,15
345,male,group E,some high school,standard,completed,widowed,regularly,yes,2,school_bus,> 10,86,79,87,15
346,female,NA,some high school,standard,completed,married,sometimes,yes,3,school_bus,> 10,65,89,86,15
347,male,group C,associate's degree,free/reduced,none,single,sometimes,no,5,school_bus,> 10,93,87,75,15
348,male,group D,bachelor's degree,free/reduced,none,divorced,sometimes,yes,1,private,< 5,68,62,64,15
349,female,group C,NA,free/reduced,none,married,sometimes,yes,NA,school_bus,5 to 10,53,67,69,15
350,female,group D,bachelor's degree,standard,completed,single,sometimes,yes,2,school_bus,< 5,61,71,73,15
351,male,group D,some high school,standard,none,married,regularly,yes,3,private,5 to 10,89,68,75,15
353,female,group C,high school,standard,none,married,sometimes,yes,0,NA,< 5,48,50,58,15
355,male,group C,associate's degree,standard,completed,NA,NA,yes,2,school_bus,< 5,64,53,61,15
356,male,group C,high school,standard,completed,married,regularly,no,1,school_bus,> 10,64,69,64,15
357,male,group B,some high school,standard,completed,married,never,no,3,school_bus,5 to 10,58,64,55,15
358,female,group C,associate's degree,standard,none,married,sometimes,yes,3,private,> 10,91,95,93,15
359,male,NA,high school,standard,completed,married,sometimes,no,3,private,5 to 10,76,76,75,15
360,female,group D,high school,standard,completed,married,sometimes,yes,5,school_bus,< 5,60,62,69,15
361,female,group C,some high school,standard,completed,married,regularly,yes,0,NA,5 to 10,82,84,85,15
362,female,group C,some high school,free/reduced,none,single,sometimes,yes,1,school_bus,5 to 10,57,69,66,15
363,male,group B,high school,free/reduced,none,divorced,regularly,yes,4,school_bus,5 to 10,60,53,44,15
365,male,group B,high school,standard,none,married,regularly,no,2,private,< 5,81,78,75,15
366,female,group C,bachelor's degree,standard,completed,single,sometimes,yes,2,school_bus,5 to 10,50,52,54,15
368,female,group D,some college,free/reduced,NA,married,regularly,no,3,private,5 to 10,59,56,63,15
369,female,group A,NA,standard,none,divorced,sometimes,yes,3,private,5 to 10,85,87,87,15
370,male,group B,associate's degree,standard,completed,single,sometimes,yes,3,private,5 to 10,81,81,81,15
371,male,group B,some college,free/reduced,none,single,regularly,yes,0,private,NA,46,53,44,15
372,female,group C,some college,free/reduced,completed,married,sometimes,yes,5,school_bus,> 10,36,47,54,15
373,female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,1,private,5 to 10,32,54,54,15
374,male,group D,high school,free/reduced,none,NA,sometimes,yes,4,school_bus,< 5,65,65,59,15
375,female,group B,associate's degree,standard,none,married,sometimes,yes,1,private,< 5,55,74,67,15
376,male,group C,some high school,free/reduced,completed,single,regularly,yes,0,NA,5 to 10,61,70,74,15
377,male,NA,associate's degree,standard,none,married,sometimes,no,2,school_bus,5 to 10,65,78,67,15
378,female,group B,high school,standard,completed,divorced,regularly,yes,2,private,5 to 10,77,85,84,15
380,male,NA,some high school,free/reduced,completed,divorced,sometimes,yes,1,school_bus,> 10,71,73,74,15
381,male,group C,associate's degree,standard,none,married,sometimes,yes,3,private,< 5,80,73,70,15
382,male,group D,bachelor's degree,standard,none,married,never,no,2,private,> 10,80,80,78,15
383,female,group D,some college,standard,none,divorced,never,no,1,NA,< 5,72,78,80,15
384,female,group C,some college,standard,none,married,sometimes,yes,1,school_bus,5 to 10,50,55,55,15
385,male,group E,associate's degree,free/reduced,completed,married,regularly,no,1,school_bus,5 to 10,100,89,90,15
386,male,group D,some high school,standard,completed,married,regularly,no,1,private,> 10,68,67,72,15
387,female,group C,high school,free/reduced,none,married,sometimes,NA,2,private,5 to 10,56,68,70,15
388,female,group B,high school,standard,completed,single,sometimes,yes,1,school_bus,5 to 10,73,75,77,15
389,female,group B,master's degree,standard,none,single,never,no,1,NA,< 5,47,56,56,15
390,male,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,3,school_bus,5 to 10,71,78,79,15
391,male,group C,master's degree,free/reduced,NA,married,never,yes,3,NA,< 5,42,42,36,15
392,male,group B,some college,standard,completed,married,regularly,yes,2,private,< 5,56,44,50,15
393,male,NA,some college,standard,completed,single,sometimes,yes,1,private,> 10,81,72,75,15
395,female,group C,high school,standard,completed,married,sometimes,no,1,private,5 to 10,65,75,70,15
396,female,group C,associate's degree,free/reduced,none,married,regularly,yes,4,private,5 to 10,60,64,61,15
397,male,group C,bachelor's degree,free/reduced,completed,single,sometimes,yes,5,NA,5 to 10,69,69,66,15
398,female,group D,high school,standard,completed,single,sometimes,yes,1,school_bus,> 10,52,54,66,15
400,male,group C,associate's degree,standard,completed,divorced,regularly,no,5,school_bus,5 to 10,85,79,78,15
401,male,group C,some high school,standard,none,divorced,sometimes,yes,1,school_bus,5 to 10,65,57,51,15
402,male,group E,NA,free/reduced,none,NA,sometimes,yes,1,NA,5 to 10,73,71,69,15
403,female,group B,some college,standard,none,single,regularly,no,2,school_bus,< 5,54,51,61,15
404,female,group A,bachelor's degree,free/reduced,none,divorced,regularly,yes,4,private,5 to 10,65,71,76,15
405,female,group D,high school,standard,none,divorced,regularly,yes,3,private,5 to 10,74,74,72,15
406,male,group B,some high school,standard,none,divorced,sometimes,no,1,private,5 to 10,57,55,46,15
407,male,group D,some high school,standard,completed,married,never,yes,3,private,< 5,69,62,55,15
409,female,group B,some high school,standard,completed,married,never,no,3,school_bus,5 to 10,74,84,81,15
411,male,group D,NA,standard,completed,divorced,never,yes,1,school_bus,< 5,82,83,84,15
412,male,group B,bachelor's degree,standard,none,divorced,sometimes,no,1,school_bus,< 5,66,63,63,15
413,female,group B,some high school,free/reduced,none,single,sometimes,yes,2,school_bus,> 10,54,66,68,15
414,female,group C,some high school,standard,completed,married,sometimes,yes,2,school_bus,< 5,62,72,74,15
415,female,group D,associate's degree,standard,none,NA,regularly,yes,0,private,5 to 10,40,37,42,15
416,male,group D,high school,standard,none,single,regularly,yes,3,private,5 to 10,51,35,35,15
417,female,group C,associate's degree,standard,none,single,sometimes,no,1,school_bus,< 5,73,79,77,15
419,male,group D,NA,standard,none,married,regularly,yes,0,school_bus,5 to 10,64,51,53,15
420,female,group B,some college,free/reduced,none,married,sometimes,no,1,school_bus,> 10,53,74,70,15
421,male,group A,bachelor's degree,standard,none,divorced,sometimes,no,2,NA,5 to 10,63,52,53,15
422,female,group C,high school,standard,none,single,sometimes,yes,3,private,< 5,64,79,74,15
423,male,group C,some high school,standard,none,single,sometimes,yes,2,school_bus,5 to 10,87,74,64,15
424,female,group B,high school,free/reduced,none,divorced,regularly,yes,0,school_bus,> 10,57,61,71,15
425,male,NA,associate's degree,free/reduced,NA,single,regularly,no,1,NA,< 5,52,55,55,15
426,female,group D,some high school,standard,completed,single,sometimes,no,3,NA,5 to 10,58,67,64,15
427,female,group D,high school,standard,completed,married,sometimes,yes,1,private,< 5,76,78,79,15
428,male,NA,high school,free/reduced,none,widowed,sometimes,no,1,private,5 to 10,50,46,41,15
429,female,group B,associate's degree,standard,none,married,regularly,yes,2,school_bus,> 10,80,80,80,15
430,female,group D,some college,free/reduced,none,NA,sometimes,yes,NA,private,> 10,28,40,49,15
431,female,group D,some high school,standard,completed,married,sometimes,yes,1,private,NA,69,76,82,15
432,female,group E,high school,standard,none,single,regularly,no,3,private,5 to 10,48,43,44,15
433,female,group B,high school,standard,none,single,sometimes,yes,4,private,< 5,58,77,68,15
434,male,group D,high school,standard,none,single,never,no,1,private,> 10,55,41,36,15
435,female,group B,associate's degree,standard,completed,single,regularly,yes,1,school_bus,< 5,77,89,96,15
436,female,group B,high school,free/reduced,none,single,regularly,yes,1,school_bus,5 to 10,65,82,78,15
437,male,group E,some college,standard,none,married,never,no,2,school_bus,5 to 10,88,85,79,15
438,female,group D,associate's degree,standard,none,single,sometimes,yes,1,school_bus,> 10,60,64,64,15
439,male,group E,associate's degree,standard,none,married,never,yes,3,school_bus,5 to 10,82,80,80,15
440,female,group E,some college,free/reduced,completed,married,regularly,yes,2,school_bus,5 to 10,43,43,44,15
441,female,group C,associate's degree,standard,none,married,sometimes,no,1,private,< 5,79,81,82,15
442,male,group D,associate's degree,free/reduced,none,married,sometimes,no,2,school_bus,< 5,36,36,37,15
443,female,group E,some high school,standard,completed,single,sometimes,yes,3,NA,5 to 10,95,92,91,15
444,male,group C,some high school,standard,none,single,sometimes,no,2,school_bus,< 5,72,62,56,15
445,female,group A,associate's degree,standard,none,single,regularly,yes,7,NA,5 to 10,61,63,66,15
446,female,group D,high school,standard,NA,widowed,sometimes,yes,2,school_bus,> 10,78,79,86,15
447,male,group E,some college,free/reduced,completed,married,sometimes,yes,3,private,5 to 10,76,72,72,15
448,male,group D,some college,free/reduced,completed,married,sometimes,no,2,school_bus,5 to 10,68,70,62,15
449,female,group D,NA,standard,none,single,sometimes,yes,3,private,< 5,56,53,63,15
450,male,group D,bachelor's degree,standard,completed,married,NA,yes,3,school_bus,5 to 10,90,90,87,15
451,female,group D,some college,standard,completed,single,sometimes,no,3,NA,5 to 10,74,88,89,15
452,female,group D,bachelor's degree,free/reduced,none,married,sometimes,no,2,school_bus,5 to 10,55,74,73,15
454,male,group B,some high school,free/reduced,none,single,sometimes,yes,2,private,5 to 10,47,41,40,15
455,female,group D,bachelor's degree,standard,completed,married,never,no,1,private,NA,61,76,77,15
457,male,group C,high school,standard,NA,single,sometimes,yes,NA,private,> 10,83,93,83,15
458,male,group D,some college,standard,completed,married,regularly,no,3,private,NA,89,78,78,15
459,male,group C,some college,standard,none,single,sometimes,yes,3,school_bus,5 to 10,75,70,73,15
460,male,group C,high school,standard,none,married,regularly,yes,0,school_bus,5 to 10,69,70,57,15
461,male,group C,associate's degree,free/reduced,none,divorced,regularly,yes,1,private,> 10,78,66,64,15
462,female,group D,high school,standard,none,married,sometimes,no,2,private,< 5,80,88,89,15
463,male,group E,some college,free/reduced,NA,married,never,yes,1,school_bus,< 5,49,48,43,15
464,male,group A,high school,standard,completed,divorced,regularly,yes,1,private,NA,55,50,49,15
465,female,group C,some college,free/reduced,completed,single,never,NA,0,school_bus,5 to 10,44,65,62,15
466,female,group D,some college,free/reduced,completed,married,sometimes,yes,2,private,< 5,39,59,64,15
467,female,group D,associate's degree,standard,none,married,never,no,1,school_bus,5 to 10,60,74,75,15
468,male,group D,some college,free/reduced,none,divorced,regularly,yes,0,private,> 10,47,48,48,15
470,male,group A,associate's degree,standard,none,married,regularly,yes,2,school_bus,5 to 10,72,72,62,15
471,female,group D,high school,free/reduced,completed,married,regularly,yes,1,private,> 10,39,57,58,15
472,female,group C,associate's degree,free/reduced,none,married,regularly,yes,2,school_bus,> 10,36,49,41,15
473,female,group B,master's degree,standard,none,married,NA,no,3,school_bus,5 to 10,63,69,67,15
474,male,group E,some college,free/reduced,none,married,NA,no,1,school_bus,> 10,72,59,55,15
475,female,group D,high school,standard,completed,married,sometimes,yes,2,school_bus,5 to 10,59,62,63,15
476,male,group C,some college,standard,none,single,regularly,yes,1,school_bus,< 5,67,63,62,15
477,female,group C,some college,free/reduced,none,married,sometimes,no,3,private,5 to 10,54,64,62,15
478,male,NA,some college,free/reduced,completed,single,never,no,1,school_bus,< 5,66,79,75,15
479,male,group D,high school,free/reduced,completed,married,regularly,no,1,school_bus,> 10,81,76,70,15
480,female,NA,some college,standard,completed,married,never,yes,1,private,< 5,64,76,83,15
481,female,group C,bachelor's degree,standard,completed,divorced,sometimes,yes,3,school_bus,5 to 10,53,71,66,15
482,female,group B,some high school,free/reduced,completed,married,sometimes,yes,3,private,5 to 10,44,52,57,15
483,female,group D,some college,free/reduced,none,divorced,sometimes,yes,1,private,NA,63,68,74,15
484,male,group A,some college,free/reduced,none,married,regularly,no,2,private,> 10,51,49,47,15
485,male,group C,bachelor's degree,standard,none,single,sometimes,yes,0,private,5 to 10,73,76,70,15
486,female,group E,bachelor's degree,standard,completed,single,regularly,no,3,school_bus,< 5,89,86,93,15
487,female,group C,high school,standard,none,married,regularly,no,3,private,> 10,61,75,70,15
488,female,group A,some college,standard,none,married,sometimes,no,1,private,> 10,78,88,90,15
489,male,NA,master's degree,standard,none,married,regularly,no,2,school_bus,5 to 10,89,80,80,15
490,female,group D,some high school,free/reduced,completed,married,sometimes,yes,6,NA,< 5,74,81,84,15
491,female,group D,associate's degree,standard,none,single,regularly,yes,2,school_bus,5 to 10,91,100,100,15
492,male,NA,some high school,free/reduced,completed,single,sometimes,yes,4,NA,5 to 10,36,33,38,15
493,male,group C,NA,standard,none,married,regularly,yes,1,private,5 to 10,56,58,55,15
494,female,group C,some college,standard,completed,married,sometimes,no,1,NA,NA,56,75,68,15
495,male,group B,bachelor's degree,standard,none,single,never,no,4,school_bus,5 to 10,53,46,39,15
496,female,group C,high school,free/reduced,none,divorced,regularly,yes,1,NA,> 10,50,54,52,15
497,female,group D,some college,free/reduced,none,divorced,regularly,yes,2,private,> 10,55,65,64,15
499,male,group B,some high school,free/reduced,completed,divorced,sometimes,no,1,school_bus,5 to 10,54,55,52,15
500,male,group C,some high school,standard,none,divorced,sometimes,yes,1,school_bus,5 to 10,80,84,71,15
501,male,group B,high school,standard,completed,divorced,regularly,NA,3,school_bus,5 to 10,63,64,62,15
502,female,group E,some college,free/reduced,completed,married,regularly,yes,0,school_bus,< 5,69,76,75,15
503,female,group B,high school,standard,none,married,sometimes,yes,NA,private,< 5,55,65,60,15
504,female,group E,some college,free/reduced,completed,married,sometimes,NA,1,NA,< 5,46,64,64,15
505,male,NA,associate's degree,standard,completed,married,sometimes,yes,2,school_bus,5 to 10,45,44,44,15
506,female,group B,high school,free/reduced,none,single,sometimes,no,2,private,5 to 10,62,72,58,15
507,male,group A,high school,standard,none,married,regularly,yes,4,NA,< 5,70,66,66,15
508,male,group E,some college,standard,none,married,sometimes,yes,2,school_bus,5 to 10,54,44,43,15
513,male,group E,some college,standard,completed,married,regularly,no,3,school_bus,> 10,65,59,57,15
514,male,group D,associate's degree,standard,none,married,sometimes,yes,4,school_bus,< 5,46,45,42,15
515,female,group E,some college,standard,none,single,sometimes,yes,4,private,< 5,64,66,67,15
516,female,group C,some high school,standard,none,single,sometimes,no,4,school_bus,< 5,68,71,74,15
517,male,group D,high school,standard,none,married,regularly,no,2,school_bus,> 10,66,59,62,15
518,female,group B,associate's degree,free/reduced,completed,divorced,sometimes,yes,0,private,> 10,62,58,65,15
519,male,group C,high school,standard,none,married,sometimes,no,2,private,5 to 10,86,90,82,15
520,female,group E,some college,free/reduced,none,married,sometimes,no,3,private,5 to 10,59,61,65,15
521,male,group D,associate's degree,standard,none,married,sometimes,no,5,private,5 to 10,70,65,57,15
522,female,group C,some college,standard,completed,divorced,regularly,yes,0,school_bus,5 to 10,53,60,70,15
523,female,group B,some college,free/reduced,none,married,sometimes,yes,NA,NA,5 to 10,37,35,39,15
524,female,group E,high school,free/reduced,none,single,never,yes,0,NA,5 to 10,65,80,75,15
525,male,group B,NA,standard,none,married,regularly,yes,1,NA,5 to 10,75,81,77,15
526,male,group B,bachelor's degree,standard,none,married,sometimes,yes,3,school_bus,5 to 10,75,68,67,15
527,female,group B,some high school,standard,none,single,sometimes,yes,2,school_bus,5 to 10,70,79,79,15
528,female,group C,high school,standard,none,divorced,sometimes,no,NA,private,< 5,62,65,69,15
529,male,group E,NA,free/reduced,none,single,sometimes,yes,2,NA,5 to 10,53,54,51,15
530,female,group D,bachelor's degree,standard,none,married,never,yes,2,private,5 to 10,40,49,51,15
531,female,group D,high school,standard,none,married,sometimes,yes,0,school_bus,< 5,64,85,75,15
532,female,group E,bachelor's degree,standard,completed,married,regularly,yes,7,NA,> 10,99,100,100,15
533,male,group A,some college,free/reduced,completed,single,sometimes,yes,1,private,5 to 10,67,68,61,15
534,female,group D,master's degree,standard,none,married,sometimes,yes,2,school_bus,5 to 10,79,91,97,15
535,female,group E,NA,standard,none,single,regularly,yes,2,private,5 to 10,81,71,71,15
536,male,group D,some high school,standard,none,divorced,regularly,yes,2,private,< 5,67,69,66,15
537,female,group C,some college,standard,none,married,regularly,no,1,school_bus,> 10,65,74,74,15
538,male,group A,associate's degree,standard,none,married,regularly,yes,2,school_bus,5 to 10,100,90,91,15
539,male,group D,bachelor's degree,standard,none,divorced,regularly,no,2,school_bus,5 to 10,99,96,92,15
540,female,group C,associate's degree,standard,none,single,never,yes,3,school_bus,5 to 10,72,82,77,15
541,female,NA,NA,standard,none,single,sometimes,yes,5,school_bus,5 to 10,61,63,57,15
542,female,group C,high school,standard,none,married,sometimes,yes,3,private,5 to 10,67,73,70,15
543,female,group D,some college,free/reduced,NA,married,regularly,yes,1,private,< 5,39,53,59,15
544,female,group C,NA,free/reduced,none,single,never,yes,4,NA,> 10,70,66,70,15
545,female,group C,high school,free/reduced,completed,single,never,yes,2,school_bus,5 to 10,79,81,81,15
546,female,group B,some high school,standard,none,married,regularly,no,5,private,5 to 10,38,62,57,15
547,male,group C,high school,standard,completed,widowed,sometimes,no,1,school_bus,5 to 10,68,61,55,15
548,female,group C,master's degree,free/reduced,completed,married,regularly,no,3,school_bus,< 5,63,71,72,15
549,male,NA,high school,standard,none,NA,regularly,yes,1,private,5 to 10,88,87,87,15
550,male,group E,some college,free/reduced,none,divorced,sometimes,yes,1,NA,> 10,88,79,76,15
552,female,group D,high school,standard,completed,single,regularly,yes,1,school_bus,> 10,96,97,100,15
553,male,group B,associate's degree,free/reduced,none,married,never,no,7,NA,NA,49,53,46,15
554,male,group E,high school,free/reduced,none,NA,sometimes,no,1,private,> 10,51,48,46,15
555,female,group E,some high school,free/reduced,none,single,regularly,no,2,school_bus,5 to 10,52,64,62,15
556,female,group E,some high school,standard,none,married,regularly,yes,0,school_bus,5 to 10,67,66,59,15
557,male,group D,associate's degree,standard,completed,married,sometimes,no,5,private,5 to 10,99,100,90,15
558,male,group C,some college,standard,completed,divorced,sometimes,yes,3,private,< 5,83,81,77,15
559,male,group D,high school,free/reduced,NA,married,sometimes,yes,0,private,5 to 10,72,68,63,15
560,female,group D,some college,standard,none,married,sometimes,no,4,school_bus,< 5,64,66,72,15
561,male,group D,high school,free/reduced,none,married,regularly,no,4,NA,< 5,70,57,57,15
562,male,group D,some high school,free/reduced,completed,single,sometimes,yes,2,school_bus,5 to 10,58,59,54,15
563,male,group B,some high school,standard,completed,divorced,sometimes,no,2,private,5 to 10,58,59,54,15
564,female,group E,bachelor's degree,standard,completed,divorced,sometimes,yes,0,private,5 to 10,100,91,95,15
565,male,group D,associate's degree,standard,none,NA,never,yes,4,school_bus,< 5,47,35,35,15
566,female,group C,some college,standard,NA,single,sometimes,no,3,school_bus,5 to 10,50,58,58,15
567,male,group C,high school,standard,completed,single,regularly,yes,3,school_bus,< 5,72,75,74,15
568,male,group B,some college,standard,none,married,sometimes,yes,1,NA,> 10,76,62,69,15
569,female,group B,associate's degree,standard,completed,married,never,yes,0,private,< 5,82,97,87,15
570,female,group E,high school,free/reduced,none,married,regularly,NA,3,private,> 10,50,56,51,15
571,female,group B,some high school,standard,completed,single,sometimes,yes,3,private,5 to 10,53,67,67,15
572,male,group B,associate's degree,standard,completed,divorced,sometimes,yes,4,school_bus,5 to 10,63,60,55,15
573,female,group D,master's degree,standard,none,married,sometimes,yes,2,school_bus,5 to 10,74,91,84,15
574,female,group C,associate's degree,standard,none,single,regularly,yes,1,school_bus,5 to 10,64,73,71,15
575,male,group D,some college,standard,completed,divorced,never,no,2,private,< 5,79,83,84,15
576,female,group C,high school,standard,completed,single,regularly,no,2,school_bus,5 to 10,72,86,87,15
577,male,group C,some high school,free/reduced,none,married,sometimes,NA,NA,private,5 to 10,49,58,54,15
578,female,group C,some high school,standard,none,married,never,yes,1,school_bus,5 to 10,64,71,69,15
579,male,group D,associate's degree,standard,none,married,sometimes,yes,0,private,> 10,84,78,77,15
580,male,group C,some high school,free/reduced,none,divorced,regularly,no,NA,private,5 to 10,75,69,66,15
581,female,group C,bachelor's degree,standard,completed,single,sometimes,no,3,school_bus,< 5,78,97,98,15
582,female,group B,bachelor's degree,free/reduced,none,married,sometimes,no,4,NA,5 to 10,68,82,73,15
583,female,group C,high school,free/reduced,none,married,regularly,no,1,school_bus,5 to 10,52,71,65,15
584,male,group E,high school,standard,none,divorced,regularly,yes,4,school_bus,< 5,90,92,87,15
585,male,group D,bachelor's degree,free/reduced,none,single,regularly,no,2,NA,5 to 10,55,56,61,15
586,male,group C,associate's degree,standard,NA,married,regularly,yes,1,school_bus,< 5,60,55,53,15
587,female,group E,associate's degree,standard,completed,divorced,sometimes,yes,3,school_bus,5 to 10,92,92,88,15
588,female,group C,some college,free/reduced,completed,NA,sometimes,yes,NA,school_bus,5 to 10,50,61,63,15
589,female,group B,associate's degree,free/reduced,none,divorced,regularly,yes,0,private,> 10,46,58,58,15
590,male,group E,associate's degree,standard,completed,married,regularly,yes,4,school_bus,5 to 10,75,58,65,15
591,male,group B,bachelor's degree,standard,completed,married,regularly,no,2,private,5 to 10,86,84,80,15
592,male,group C,bachelor's degree,standard,none,married,never,yes,0,school_bus,5 to 10,68,66,63,15
593,female,group E,associate's degree,standard,none,single,regularly,no,7,private,< 5,93,90,91,15
594,male,group C,master's degree,free/reduced,none,single,NA,no,2,school_bus,5 to 10,88,90,78,15
595,male,group C,high school,standard,completed,married,sometimes,yes,3,school_bus,5 to 10,96,85,86,15
597,male,group D,some high school,standard,none,married,regularly,yes,1,school_bus,5 to 10,55,47,46,15
598,male,group A,high school,standard,none,married,sometimes,yes,5,private,< 5,82,87,79,15
599,female,group D,high school,standard,completed,married,never,yes,2,private,5 to 10,55,70,71,15
600,male,group C,bachelor's degree,standard,none,divorced,never,yes,3,school_bus,5 to 10,84,68,72,15
602,male,group C,some high school,free/reduced,none,single,regularly,yes,0,private,< 5,38,36,35,15
603,female,group D,bachelor's degree,free/reduced,completed,divorced,never,yes,2,school_bus,< 5,58,75,80,15
604,female,NA,high school,standard,none,married,never,yes,0,school_bus,< 5,60,76,71,15
605,male,group C,some high school,standard,completed,married,sometimes,yes,4,school_bus,5 to 10,95,89,84,15
606,female,group B,associate's degree,free/reduced,completed,single,sometimes,yes,1,NA,< 5,57,62,64,15
607,male,group D,associate's degree,standard,none,married,sometimes,yes,0,school_bus,< 5,64,69,60,15
608,male,group E,some college,standard,completed,single,regularly,yes,3,school_bus,5 to 10,72,55,63,15
609,male,group E,some college,standard,completed,divorced,sometimes,no,2,private,NA,79,70,67,15
611,male,group A,some college,standard,completed,married,regularly,yes,5,school_bus,> 10,78,74,70,15
612,male,group C,some high school,free/reduced,none,single,regularly,yes,2,school_bus,> 10,70,75,58,15
613,male,group E,some high school,standard,none,married,sometimes,yes,0,school_bus,5 to 10,77,63,60,15
614,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,64,69,69,15
615,female,group B,some college,free/reduced,none,divorced,regularly,yes,2,school_bus,> 10,58,63,61,15
616,male,group D,associate's degree,free/reduced,completed,married,sometimes,no,2,school_bus,5 to 10,92,92,90,15
617,male,group C,some college,standard,none,single,sometimes,no,4,private,5 to 10,62,51,52,15
618,male,group E,master's degree,free/reduced,none,divorced,regularly,yes,0,school_bus,< 5,82,85,76,15
619,female,group B,bachelor's degree,standard,none,married,sometimes,yes,3,NA,5 to 10,70,85,84,15
620,male,group C,associate's degree,free/reduced,completed,divorced,regularly,yes,NA,school_bus,5 to 10,66,65,61,15
621,female,group E,associate's degree,standard,completed,married,regularly,no,1,private,5 to 10,94,97,100,15
622,female,group C,some high school,standard,none,married,sometimes,yes,5,school_bus,5 to 10,39,62,51,15
623,male,group B,some high school,free/reduced,none,divorced,sometimes,no,1,school_bus,< 5,21,22,18,15
624,male,group D,associate's degree,standard,none,married,never,yes,4,private,5 to 10,83,78,76,15
625,male,group A,some high school,free/reduced,completed,single,regularly,no,4,private,5 to 10,62,59,61,15
626,female,group D,some college,standard,none,single,regularly,yes,1,NA,5 to 10,42,45,41,15
627,male,group E,some high school,standard,none,married,regularly,no,1,private,< 5,91,76,70,15
629,female,group C,associate's degree,standard,none,married,regularly,yes,1,school_bus,5 to 10,67,68,72,15
630,male,group C,high school,standard,none,married,never,yes,3,private,5 to 10,82,82,80,15
631,male,group C,some college,standard,completed,married,sometimes,no,3,private,> 10,74,63,72,15
633,female,group C,high school,free/reduced,none,married,never,no,4,private,> 10,58,62,64,15
635,male,group C,some high school,standard,completed,married,regularly,yes,2,private,< 5,53,47,43,15
636,female,group D,associate's degree,free/reduced,none,married,regularly,yes,5,private,5 to 10,83,93,86,15
638,female,group C,associate's degree,standard,completed,married,regularly,no,NA,school_bus,5 to 10,77,85,83,15
639,female,group E,some college,free/reduced,none,NA,regularly,yes,3,NA,< 5,45,44,53,15
640,female,group B,some college,free/reduced,completed,NA,sometimes,yes,0,private,< 5,64,85,82,15
641,female,group A,NA,free/reduced,none,married,sometimes,yes,3,private,> 10,44,63,62,15
642,female,group D,associate's degree,standard,completed,married,sometimes,yes,1,private,5 to 10,65,73,80,15
643,female,group A,associate's degree,free/reduced,none,married,never,no,1,private,5 to 10,58,62,67,15
644,female,group E,bachelor's degree,free/reduced,none,married,sometimes,no,1,school_bus,5 to 10,55,71,64,15
645,male,group D,NA,standard,none,NA,never,yes,2,NA,< 5,68,65,66,15
646,female,group B,associate's degree,free/reduced,none,divorced,sometimes,no,5,private,5 to 10,54,66,62,15
